1stFlrSF,2ndFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinSF1,BsmtFinType1,BsmtUnfSF,GarageArea,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,MasVnrArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
1610,0.0,3.0,2,1200,1,410,480,0,1977.0,1610,0,10603,69.0,28.0,68,7,6,1610,1977,2001,205000
1361,1259.0,4.0,0,498,0,652,600,0,1977.0,2620,1,18890,69.0,1.0,24,5,5,1361,1977,1977,190000
1248,0.0,2.0,3,16,0,1232,438,2,2005.0,1248,0,3010,43.0,16.0,0,5,7,1248,2005,2006,167240
912,0.0,3.0,2,832,0,80,288,-1,1962.0,912,0,6768,65.0,0.0,0,8,6,912,1961,1996,142000
943,0.0,3.0,1,828,0,115,472,2,1998.0,1638,1,9042,59.0,0.0,38,5,6,943,1998,1998,192000
1622,0.0,3.0,3,1159,4,90,1356,2,1975.0,1622,1,32463,69.0,149.0,0,4,4,1249,1961,1975,168000
1436,884.0,3.0,0,774,1,104,180,1,1945.0,2320,0,7259,61.0,0.0,0,8,6,1028,1945,2002,259500
1144,0.0,3.0,0,572,3,572,456,1,1961.0,1144,1,7875,75.0,136.0,0,6,5,1144,1961,1961,139950
848,672.0,3.0,0,182,3,611,281,1,1968.0,1520,1,4500,55.0,0.0,0,5,5,793,1932,2000,159434
1516,0.0,3.0,0,196,3,975,472,0,1964.0,1516,1,10004,100.0,180.0,0,6,6,1516,1964,1964,167000
1498,0.0,2.0,2,0,2,1498,675,-1,2006.0,1498,0,8990,73.0,0.0,33,5,7,1498,2006,2006,204900
804,1157.0,3.0,0,690,1,114,560,2,2001.0,1961,0,12209,71.0,0.0,192,5,6,804,2001,2002,215000
728,728.0,3.0,0,0,2,728,440,2,2006.0,1456,0,11103,85.0,0.0,0,5,7,728,2006,2006,155835
1207,1196.0,3.0,2,0,2,1032,349,1,1940.0,2403,1,24090,69.0,0.0,0,7,7,1032,1940,1950,244400
1944,0.0,3.0,1,1274,-1,622,708,2,2003.0,1944,2,12378,90.0,0.0,175,5,9,1896,2003,2004,360000
1368,0.0,2.0,0,0,2,1368,474,0,2005.0,1368,0,6955,48.0,94.0,35,5,7,1368,2005,2006,202500
882,908.0,3.0,0,633,0,240,588,0,1999.0,1790,0,9179,68.0,158.0,88,5,7,873,1999,1999,193000
1476,1237.0,3.0,3,1330,0,122,858,2,2008.0,2713,2,14948,67.0,268.0,66,5,9,1452,2008,2008,446261
720,551.0,3.0,0,0,2,720,312,-1,1948.0,1271,1,21286,115.0,0.0,0,5,5,720,1948,1950,135000
1872,0.0,3.0,3,929,0,916,604,-1,1988.0,1872,1,10400,80.0,102.0,39,5,7,1845,1988,1988,241500
1190,900.0,3.0,2,828,0,180,577,2,1984.0,2090,0,5062,69.0,0.0,0,5,7,1190,1984,1984,207500
882,914.0,3.0,2,706,0,88,546,0,1998.0,1796,1,9531,69.0,0.0,36,5,6,794,1998,1998,211000
1302,0.0,3.0,3,0,2,1302,436,2,2007.0,1302,0,8993,73.0,0.0,22,5,7,1302,2007,2007,176485
2524,0.0,4.0,0,1104,1,1420,542,2,1981.0,2524,0,9600,80.0,0.0,120,5,8,2524,1981,1981,278000
840,534.0,2.0,0,315,1,420,338,2,1967.0,1374,1,5400,90.0,0.0,0,6,4,840,1920,1950,105000
764,862.0,2.0,0,567,0,197,474,0,2003.0,1626,0,2268,36.0,106.0,27,5,7,764,2003,2004,173000
735,299.0,2.0,0,0,-1,735,240,1,1940.0,1034,1,10134,60.0,0.0,39,6,5,735,1940,1950,109000
1518,0.0,1.0,1,1218,0,300,588,0,2003.0,1518,2,12677,62.0,472.0,140,5,8,1518,2003,2004,274000
1226,592.0,4.0,0,224,5,816,240,-1,1951.0,1818,1,7758,69.0,600.0,0,4,7,1040,1931,1950,169500
1661,0.0,3.0,0,0,2,1649,598,0,1998.0,1661,0,12137,48.0,442.0,34,5,7,1649,1998,1998,224900
1096,895.0,3.0,2,297,3,0,432,1,1977.0,1991,1,11275,69.0,480.0,0,7,6,854,1932,1950,220000
832,650.0,3.0,0,624,1,26,324,1,1930.0,1482,1,9000,50.0,0.0,0,9,7,650,1920,1988,143000
1742,0.0,2.0,1,1148,0,594,564,0,1985.0,1742,0,6563,69.0,0.0,28,5,8,1742,1985,1985,275000
686,564.0,3.0,0,0,2,686,280,-1,1955.0,1250,3,8248,45.0,0.0,0,7,5,686,1918,1950,116000
816,0.0,3.0,0,0,2,816,528,1,1985.0,1176,1,6240,52.0,0.0,0,6,6,816,1934,1950,114500
927,988.0,3.0,2,789,0,119,506,2,1992.0,1915,0,10041,80.0,0.0,150,5,8,908,1992,1992,220000
1192,403.0,2.0,0,388,5,552,240,1,1940.0,1595,1,8400,60.0,0.0,0,5,6,940,1940,2000,140000
1661,0.0,3.0,3,831,4,161,377,0,1955.0,1661,0,9600,80.0,0.0,28,6,6,992,1955,1996,165500
832,1103.0,3.0,0,544,0,288,552,2,2009.0,1935,1,8004,75.0,110.0,150,5,8,832,2009,2009,263435
1795,0.0,3.0,0,0,-1,1777,534,0,2002.0,1795,0,9742,75.0,281.0,159,5,8,1777,2002,2002,230000
847,1081.0,4.0,0,0,-1,847,434,2,2003.0,1928,0,8200,65.0,0.0,48,5,7,847,2003,2004,219500
1159,0.0,3.0,0,673,4,378,336,1,1968.0,1159,1,11553,69.0,188.0,0,5,5,1051,1968,1968,158000
855,601.0,3.0,0,311,-1,544,440,1,1978.0,1456,1,2280,24.0,0.0,0,5,6,855,1978,1978,146000
1137,817.0,3.0,0,341,4,457,431,-1,1939.0,1954,0,15660,69.0,312.0,119,9,7,798,1939,2006,311500
2028,0.0,2.0,1,1460,0,408,880,0,2005.0,2028,0,11443,88.0,208.0,66,5,8,1868,2005,2006,369900
2898,0.0,2.0,3,1165,1,0,665,2,1976.0,2898,0,15498,69.0,0.0,72,6,8,1565,1976,1976,287000
814,860.0,3.0,0,533,0,281,663,0,2000.0,1674,0,7500,69.0,0.0,96,5,7,814,2000,2000,216000
974,0.0,3.0,2,212,4,762,0,-1,1979.0,974,1,10712,63.0,0.0,28,5,5,974,1991,1992,93500
1091,898.0,3.0,2,932,0,133,586,2,2002.0,1989,0,11367,90.0,210.0,60,5,8,1065,2002,2002,255000
1080,1017.0,3.0,0,50,4,499,678,-1,1993.0,2097,0,11228,59.0,0.0,187,5,7,1080,1993,1993,228000
1442,0.0,3.0,0,0,2,1424,500,-1,1990.0,1442,1,11851,99.0,0.0,34,5,7,1424,1990,1990,180500
1130,0.0,2.0,0,821,-1,299,720,1,1970.0,1130,1,10800,60.0,0.0,0,6,5,1120,1920,1950,120000
1133,687.0,4.0,0,329,3,697,240,1,1925.0,1820,1,9120,60.0,0.0,100,6,7,1026,1925,1950,184000
1378,741.0,3.0,0,0,2,689,583,-1,1972.0,2119,1,10448,69.0,333.0,104,6,6,689,1972,1972,158000
1264,1312.0,4.0,0,0,2,1234,666,2,2006.0,2576,2,12438,82.0,466.0,100,5,8,1234,2006,2006,361919
780,240.0,2.0,0,0,2,780,0,-1,1979.0,1020,1,6342,54.0,0.0,0,8,5,780,1875,1996,94000
1095,679.0,4.0,0,0,2,1095,779,1,1920.0,1774,1,9600,60.0,0.0,0,2,4,1095,1900,1950,87000
904,0.0,1.0,1,350,4,333,0,-1,1979.0,904,3,10020,69.0,0.0,0,1,1,683,1922,1950,61000
673,709.0,3.0,0,641,0,32,490,1,2000.0,1382,0,2651,69.0,0.0,50,5,7,673,2000,2000,165000
1518,1518.0,4.0,2,0,2,1107,840,1,1993.0,3608,2,22950,90.0,0.0,260,9,10,1107,1892,1993,475000
1178,1032.0,5.0,2,0,2,1008,205,1,1930.0,2210,3,9900,90.0,0.0,48,4,6,1008,1880,1950,117500
806,766.0,3.0,0,0,2,806,373,2,1995.0,1572,1,10364,69.0,0.0,40,5,6,806,1995,1996,168000
1824,0.0,2.0,1,1219,0,424,739,1,1971.0,1824,0,115149,69.0,351.0,48,5,7,1643,1971,2002,302000
1056,0.0,3.0,0,775,4,281,304,1,1968.0,1056,1,8450,65.0,0.0,85,6,5,1056,1968,1968,142000
949,272.0,4.0,0,392,4,392,392,1,1965.0,1221,1,9738,60.0,0.0,0,7,5,784,1924,1950,104900
1362,0.0,3.0,0,288,1,700,504,-1,1961.0,1362,1,10197,80.0,491.0,20,5,6,1362,1961,1961,163000
848,0.0,1.0,1,697,0,151,420,0,2004.0,848,0,4426,69.0,147.0,0,5,6,848,2004,2004,141000
1434,0.0,3.0,0,20,0,1434,527,0,2001.0,1434,0,8529,65.0,0.0,39,5,7,1454,2001,2001,189000
1208,0.0,2.0,0,664,0,544,628,0,2007.0,1208,0,6762,64.0,108.0,54,5,7,1208,2007,2007,195400
1096,370.0,3.0,0,626,1,170,566,-1,1950.0,1466,0,10800,60.0,0.0,21,8,5,796,1936,1989,170000
1987,0.0,2.0,1,1314,0,672,691,2,1994.0,1987,0,14303,91.0,554.0,36,5,8,1986,1994,1994,301500
1325,1093.0,3.0,1,1173,0,138,983,0,1993.0,2418,0,10542,96.0,651.0,154,5,7,1311,1993,1994,341000
1314,0.0,2.0,0,904,0,410,626,0,2008.0,1314,0,5063,34.0,166.0,62,5,7,1314,2007,2008,207500
970,739.0,3.0,0,0,2,970,380,1,2004.0,1709,0,2522,24.0,50.0,40,5,7,970,2004,2004,137500
672,546.0,3.0,0,0,-1,672,0,-1,1979.0,1218,1,1680,21.0,236.0,0,5,6,672,1971,1971,91500
1440,1440.0,8.0,0,256,5,1184,0,-1,1979.0,3395,3,10896,60.0,0.0,110,7,6,1440,1914,1995,200000
1200,0.0,3.0,1,1200,0,0,0,-1,1979.0,1200,1,10800,60.0,0.0,0,5,5,1200,1987,1988,179000
912,0.0,2.0,0,111,4,522,297,2,1958.0,912,1,7535,70.0,0.0,285,7,5,912,1958,1985,120000
2444,1872.0,4.0,1,1455,0,989,832,2,1994.0,4316,2,21535,104.0,1170.0,50,6,10,2444,1994,1995,755000
856,854.0,3.0,0,706,0,150,548,0,2003.0,1710,0,8450,65.0,196.0,61,5,7,856,2003,2003,208500
1234,1140.0,4.0,0,0,2,1181,656,2,2003.0,2374,2,11999,93.0,340.0,100,5,8,1181,2003,2004,285000
860,704.0,3.0,0,275,3,429,234,1,1941.0,1564,3,12000,75.0,0.0,0,7,7,704,1941,1950,174500
1466,0.0,3.0,0,176,-1,1290,528,2,1959.0,1466,3,17755,134.0,132.0,140,4,5,1466,1959,1959,149900
1383,0.0,3.0,0,565,3,818,292,-1,1960.0,1383,1,11600,80.0,175.0,45,5,6,1383,1960,1960,145250
1535,0.0,4.0,-1,0,-1,0,410,1,1979.0,1535,1,7018,64.0,0.0,0,5,5,0,1979,1979,118964
990,0.0,3.0,0,716,1,274,576,1,1996.0,990,1,13568,43.0,0.0,0,5,5,990,1995,1995,156000
918,728.0,4.0,0,364,3,554,240,1,1941.0,1646,1,7128,53.0,0.0,0,5,7,918,1941,1950,164000
908,1020.0,4.0,0,0,2,1020,440,1,1910.0,1928,3,9142,69.0,0.0,60,8,6,1020,1910,1950,137000
1040,685.0,3.0,0,315,0,114,550,0,1979.0,1725,1,11584,80.0,96.0,88,6,7,539,1979,1979,197000
2129,743.0,4.0,0,700,0,983,541,2,1992.0,2872,0,10678,85.0,337.0,33,5,8,1683,1992,2000,285000
1092,1020.0,4.0,2,500,1,176,576,1,1969.0,2112,1,11075,85.0,0.0,0,5,6,952,1969,1969,206900
757,567.0,3.0,0,672,4,0,240,1,1936.0,1324,1,6000,50.0,0.0,0,6,4,672,1936,1950,128000
520,600.0,2.0,0,0,2,600,480,0,2005.0,1200,0,3180,30.0,0.0,166,5,7,600,2005,2005,144152
672,672.0,3.0,0,456,3,216,468,1,1964.0,1344,1,10690,59.0,0.0,128,7,5,672,1920,1997,147000
840,828.0,3.0,0,0,-1,840,500,0,2003.0,1668,0,11317,72.0,101.0,68,5,7,840,2003,2003,180000
1040,0.0,2.0,-1,0,-1,0,400,1,1949.0,1040,1,8544,60.0,0.0,0,4,3,0,1950,1950,93500
900,0.0,3.0,2,234,-1,180,576,1,2005.0,900,0,7200,60.0,0.0,32,7,5,900,1951,2000,134800
1559,0.0,3.0,0,338,3,1221,812,1,1948.0,1559,1,8100,90.0,0.0,116,6,5,1559,1948,1973,153500
948,0.0,3.0,0,492,1,372,248,1,1954.0,948,1,10215,75.0,132.0,0,5,4,864,1954,1954,111000
923,0.0,2.0,0,543,4,261,264,0,1980.0,923,1,8012,50.0,0.0,0,5,6,923,1980,1980,143000
1552,0.0,3.0,3,24,0,1528,782,-1,2005.0,1552,0,10084,84.0,196.0,20,5,7,1552,2005,2006,212900
961,0.0,3.0,0,216,1,540,642,1,1998.0,1717,0,9550,60.0,0.0,35,5,7,756,1915,1970,140000
1721,0.0,3.0,0,570,3,891,440,0,1968.0,1721,1,10335,78.0,0.0,96,6,5,1461,1968,1993,180000
483,504.0,2.0,0,330,4,153,264,1,1973.0,987,1,1680,21.0,158.0,0,5,6,483,1973,1973,100000
1200,0.0,3.0,0,334,1,322,521,0,1995.0,1200,0,11249,105.0,0.0,26,5,6,1200,1995,1995,177500
1148,568.0,3.0,0,292,5,476,281,1,1949.0,1716,1,11409,60.0,0.0,0,4,5,768,1949,2008,131000
894,0.0,3.0,0,553,0,224,336,1,1973.0,894,1,8450,65.0,0.0,144,8,5,894,1965,2009,138500
1771,0.0,3.0,-1,0,-1,0,336,1,1960.0,1771,1,21750,100.0,75.0,0,4,5,0,1960,2006,115000
1173,0.0,3.0,1,885,0,0,528,0,1974.0,1173,0,10625,85.0,81.0,120,6,7,1053,1974,1974,170000
1287,0.0,3.0,0,72,1,733,576,2,1997.0,1287,0,9830,69.0,0.0,17,7,5,1063,1959,2006,162000
1382,0.0,3.0,0,547,3,504,459,-1,1974.0,1382,1,11235,75.0,51.0,82,5,4,1051,1963,1979,148000
1214,1306.0,4.0,0,565,0,638,721,-1,1995.0,2520,0,9950,82.0,290.0,114,5,7,1203,1995,1995,290000
1215,0.0,3.0,0,585,3,630,297,1,1958.0,1215,1,12400,66.0,176.0,0,7,6,1215,1958,1998,155000
1203,1323.0,4.0,0,740,0,425,844,-1,1994.0,2526,0,10120,92.0,391.0,78,5,8,1165,1994,1994,290000
600,600.0,2.0,0,0,2,600,480,0,2004.0,1200,0,3182,30.0,0.0,172,5,7,600,2004,2005,151000
1728,0.0,4.0,0,1606,1,122,560,1,1976.0,1728,1,9297,63.0,0.0,0,5,5,1728,1976,1976,188000
902,808.0,3.0,0,0,2,576,480,1,1990.0,1710,1,10300,50.0,0.0,11,6,7,576,1921,1950,140000
1407,985.0,3.0,0,1074,0,322,870,2,1997.0,2392,0,9452,82.0,423.0,70,5,8,1396,1997,1998,348000
1014,730.0,3.0,0,402,4,594,457,0,1993.0,1744,0,9453,69.0,0.0,70,7,7,996,1993,2003,194500
822,843.0,3.0,0,0,2,813,562,0,2007.0,1665,0,8125,65.0,0.0,0,6,7,813,2007,2007,205950
1282,1414.0,4.0,3,984,0,280,792,-1,2007.0,2696,2,9965,77.0,220.0,184,5,7,1264,2007,2007,383970
864,0.0,3.0,0,616,1,248,528,1,1974.0,864,1,9000,60.0,0.0,0,6,4,864,1971,1971,120500
672,0.0,2.0,0,344,3,328,234,1,1941.0,672,1,9340,50.0,0.0,113,6,4,672,1941,1950,113000
1320,0.0,3.0,3,328,5,285,564,-1,1966.0,1320,1,11777,96.0,97.0,68,6,5,1164,1966,1966,164500
958,0.0,2.0,0,120,1,958,440,0,1977.0,958,1,4928,69.0,0.0,205,5,6,1078,1976,1976,128000
1710,0.0,3.0,2,0,2,1710,550,-1,2004.0,1710,0,12118,43.0,108.0,48,5,7,1710,2004,2005,240000
1265,0.0,3.0,1,633,1,586,502,0,1965.0,1265,0,9350,85.0,0.0,92,8,5,1219,1965,1999,179900
1456,0.0,2.0,1,0,2,1273,400,2,2003.0,1456,0,3196,69.0,40.0,20,5,8,1273,2003,2003,215000
1067,472.0,3.0,0,0,2,927,576,1,1995.0,1539,1,6120,51.0,0.0,0,6,5,927,1936,1950,141500
1959,0.0,5.0,0,0,2,1907,766,1,1989.0,1959,1,11070,82.0,70.0,0,5,7,1907,1988,1989,171000
1008,0.0,4.0,0,0,2,1008,0,-1,1979.0,1522,1,6000,60.0,0.0,0,5,5,1008,1926,1950,102000
1124,0.0,3.0,-1,0,-1,0,0,-1,1979.0,1124,1,8335,77.0,0.0,36,5,5,0,1954,1954,93000
1107,983.0,3.0,2,859,1,216,484,-1,1973.0,2090,1,10382,69.0,240.0,204,6,7,1107,1973,1973,200000
1214,0.0,2.0,0,698,1,420,461,1,1965.0,1214,1,9170,70.0,0.0,0,7,5,1214,1965,1965,140000
1779,0.0,3.0,2,306,1,372,454,1,1955.0,1779,1,17920,102.0,0.0,418,4,5,1763,1955,1974,170000
1629,0.0,3.0,3,1300,0,316,808,2,2002.0,1629,0,14536,85.0,236.0,252,5,8,1616,2002,2003,270000
1554,0.0,2.0,2,24,0,1530,627,0,2006.0,1554,0,4590,34.0,108.0,73,5,8,1554,2006,2006,209500
993,1243.0,4.0,0,0,2,964,642,2,1997.0,2236,0,13006,69.0,285.0,0,5,7,964,1997,1997,222000
796,0.0,2.0,0,0,2,796,0,-1,1979.0,796,1,3636,40.0,0.0,0,4,4,796,1922,1950,55000
840,840.0,3.0,0,0,2,840,308,-1,1960.0,1680,1,15576,63.0,0.0,0,7,6,840,1915,1976,177000
848,0.0,1.0,3,686,0,162,420,2,2003.0,848,0,4435,37.0,170.0,0,5,6,848,2003,2003,136500
1142,0.0,3.0,0,874,1,268,528,2,1976.0,1142,1,4224,44.0,0.0,90,5,5,1142,1976,1976,134000
1252,0.0,1.0,1,429,4,93,564,0,1960.0,1252,1,13500,69.0,0.0,0,7,6,1602,1960,1975,235000
1684,0.0,2.0,0,28,0,1656,564,0,2005.0,1684,2,8849,63.0,616.0,72,5,9,1684,2005,2005,266000
2000,0.0,3.0,0,1464,0,536,888,-1,2004.0,2000,0,10386,80.0,246.0,0,5,8,2000,2004,2005,305900
1616,0.0,3.0,3,0,2,1616,834,0,2005.0,1616,0,8688,73.0,228.0,59,5,7,1616,2005,2005,232000
1299,573.0,3.0,3,990,0,309,531,0,2001.0,1872,2,11885,69.0,108.0,122,5,8,1299,2001,2001,261500
1042,534.0,3.0,0,0,2,1042,225,1,1928.0,1576,1,6240,52.0,0.0,0,6,5,1042,1928,1950,149000
1175,807.0,3.0,3,421,0,386,575,-1,1989.0,1982,0,11287,82.0,340.0,84,6,7,807,1989,1989,228500
988,0.0,3.0,0,534,4,246,276,1,1950.0,988,1,7200,60.0,0.0,80,7,5,876,1950,1950,119000
1844,0.0,2.0,0,976,0,868,620,2,2005.0,1844,0,10994,88.0,366.0,44,5,8,1844,2005,2006,257000
1258,0.0,3.0,0,656,1,602,528,-1,1971.0,1258,0,11040,80.0,144.0,0,7,6,1258,1971,2004,145000
1288,0.0,1.0,0,786,0,474,500,2,1996.0,1288,2,14963,38.0,0.0,30,5,8,1260,1996,1996,245500
1634,0.0,3.0,0,0,2,1626,866,-1,2006.0,1634,0,11428,98.0,248.0,44,5,8,1626,2006,2006,250000
855,0.0,3.0,0,257,1,103,440,1,1974.0,1322,1,2308,24.0,0.0,0,5,6,855,1974,1974,147000
707,707.0,3.0,3,0,2,707,403,2,2004.0,1414,0,9056,74.0,0.0,35,5,8,707,2004,2004,178000
1504,0.0,3.0,1,690,0,814,478,2,1996.0,1504,0,11883,73.0,196.0,66,5,7,1504,1996,1996,203000
1670,0.0,3.0,0,0,2,1670,690,0,2006.0,1670,0,14859,50.0,27.0,60,5,7,1670,2006,2006,240000
1516,651.0,3.0,1,125,5,36,518,0,1974.0,2167,0,17542,69.0,0.0,47,7,7,1192,1974,2003,294000
1069,0.0,2.0,0,559,1,510,440,0,1977.0,1069,1,4043,53.0,0.0,55,6,6,1069,1977,1977,140000
1072,0.0,2.0,1,547,0,0,525,2,2005.0,1072,1,3675,35.0,82.0,44,5,6,547,2005,2006,140000
1572,0.0,3.0,1,1159,3,413,995,0,1963.0,1572,1,35133,50.0,226.0,263,4,5,1572,1963,1963,186700
1188,561.0,3.0,0,1088,5,0,456,1,1963.0,1869,1,8820,98.0,0.0,0,6,5,1088,1890,1996,124900
882,0.0,1.0,0,0,2,882,0,-1,1979.0,882,1,5500,55.0,0.0,0,6,4,882,1956,1956,103200
1922,0.0,3.0,1,1249,0,673,676,2,2005.0,1922,0,14157,86.0,200.0,51,5,9,1922,2005,2006,377426
780,0.0,2.0,3,632,1,148,352,1,1973.0,780,1,7200,60.0,0.0,0,7,5,780,1972,1972,124900
1021,580.0,3.0,0,0,2,533,300,0,1958.0,1601,1,13825,85.0,0.0,34,6,5,533,1958,1987,140000
1530,0.0,3.0,3,1274,1,256,430,2,2005.0,1530,0,16158,124.0,16.0,36,5,7,1530,2005,2005,260000
833,0.0,3.0,0,625,-1,208,0,-1,1979.0,833,1,8780,69.0,0.0,0,5,5,833,1985,1985,112000
679,504.0,2.0,0,331,1,318,308,1,1981.0,1183,1,6000,50.0,0.0,176,7,3,649,1948,2002,120000
1040,0.0,3.0,0,659,1,381,260,1,1962.0,1040,1,6897,69.0,0.0,104,8,5,1040,1962,2010,127000
1466,1362.0,4.0,1,1150,0,316,1052,0,2006.0,2828,0,9965,77.0,340.0,144,5,8,1466,2006,2007,424870
1032,220.0,3.0,0,280,4,752,288,1,1950.0,1252,1,9600,80.0,0.0,0,5,6,1032,1950,1950,119000
1246,0.0,3.0,0,340,5,0,305,0,1959.0,1246,0,7500,75.0,0.0,0,7,5,1246,1959,1994,154000
904,0.0,2.0,0,0,2,884,180,1,1926.0,904,1,6000,50.0,0.0,0,7,6,884,1926,2004,119000
966,686.0,4.0,0,686,5,0,416,1,1961.0,1652,1,10800,60.0,0.0,0,6,5,686,1915,1950,139000
1036,0.0,3.0,0,375,3,457,288,1,1949.0,1268,1,12144,60.0,0.0,28,7,5,832,1949,1950,133000
1172,741.0,3.0,0,0,2,896,342,-1,1929.0,1913,1,7558,57.0,0.0,0,6,6,896,1928,1950,177000
1358,0.0,3.0,2,733,-1,625,484,0,2010.0,1358,0,6371,44.0,128.0,35,5,7,1358,2009,2010,224000
1657,0.0,3.0,0,1237,5,420,484,1,1970.0,1657,1,12155,69.0,0.0,0,3,6,1657,1970,1970,163500
838,0.0,2.0,2,210,3,0,275,2,1961.0,838,3,10267,55.0,0.0,0,7,6,816,1918,2000,130000
1022,1038.0,3.0,0,772,1,220,390,0,1999.0,2060,0,8755,69.0,298.0,0,5,7,992,1999,1999,214000
764,862.0,2.0,0,573,0,191,474,0,2003.0,1626,0,2448,36.0,106.0,27,5,7,764,2003,2004,154000
663,689.0,4.0,0,371,1,292,299,2,1969.0,1352,1,9364,80.0,143.0,36,7,6,663,1969,1969,158000
968,408.0,3.0,0,368,3,359,240,1,1941.0,1376,1,9492,79.0,0.0,0,5,5,768,1941,1950,105000
849,811.0,3.0,0,326,5,389,240,1,1939.0,1660,1,11988,74.0,0.0,0,7,6,715,1934,1995,188700
616,796.0,3.0,0,0,2,616,432,2,2007.0,1412,0,8499,73.0,0.0,36,5,6,616,2006,2007,156932
756,713.0,3.0,0,0,-1,756,216,1,1906.0,1469,1,10320,60.0,0.0,0,7,6,756,1906,1995,135000
774,656.0,3.0,0,0,-1,384,400,0,2000.0,1430,1,9967,76.0,0.0,0,5,7,384,2000,2000,170000
1094,0.0,3.0,2,500,3,594,495,-1,1953.0,1094,1,10452,85.0,216.0,0,5,6,1094,1953,1953,155000
1826,0.0,3.0,1,1422,0,392,758,-1,2005.0,1826,0,11302,69.0,238.0,75,5,8,1814,2005,2006,319000
672,252.0,3.0,2,0,-1,672,576,1,2003.0,924,1,8064,60.0,0.0,0,7,5,672,1949,2006,122900
1502,0.0,1.0,3,368,0,0,528,0,1985.0,1502,0,6820,69.0,0.0,54,5,8,1488,1985,1985,212000
616,1072.0,4.0,1,462,0,154,603,0,1997.0,1688,0,12798,79.0,0.0,114,5,6,616,1997,1997,200000
1262,0.0,3.0,0,905,0,357,572,-1,2006.0,1262,0,7200,60.0,68.0,120,5,6,1262,2006,2006,185000
1905,0.0,3.0,0,0,2,1905,788,2,2006.0,1905,2,11670,84.0,302.0,191,5,9,1905,2006,2006,320000
1153,878.0,3.0,3,252,1,901,541,2,1998.0,2031,0,11404,75.0,202.0,84,5,7,1153,1998,1999,222500
1350,0.0,3.0,0,0,2,1064,478,0,1974.0,1350,1,10140,78.0,174.0,0,5,6,1064,1974,1974,165000
941,888.0,3.0,0,483,0,458,613,0,2003.0,1829,0,9548,44.0,223.0,39,6,7,941,2003,2003,237000
965,0.0,3.0,0,641,4,187,300,1,1979.0,965,1,7800,60.0,0.0,0,5,5,828,1965,1965,119900
672,252.0,2.0,0,348,4,324,280,1,1941.0,924,3,12180,60.0,0.0,0,4,4,672,1941,1950,80000
1055,1208.0,3.0,0,0,2,1055,905,2,2001.0,2263,0,9240,69.0,396.0,45,5,8,1055,2001,2002,287000
1236,872.0,4.0,0,626,3,501,540,1,1935.0,2108,0,13728,120.0,0.0,0,7,6,1127,1935,1986,235000
1242,0.0,3.0,0,916,1,326,528,1,1973.0,1242,1,9600,80.0,320.0,0,6,7,1242,1973,1973,175500
989,584.0,3.0,0,0,-1,884,240,1,1935.0,1573,0,6120,51.0,0.0,0,7,4,884,1935,1995,133000
884,1151.0,3.0,0,0,2,884,434,2,2001.0,2035,0,9505,69.0,180.0,48,5,7,884,2001,2001,222500
1232,0.0,3.0,0,660,4,572,516,1,1984.0,1232,1,11120,69.0,0.0,0,6,6,1232,1984,1984,162500
1098,866.0,4.0,0,403,-1,400,483,0,1976.0,1964,1,10480,80.0,660.0,69,6,7,803,1976,1976,205000
792,348.0,3.0,0,0,2,576,0,-1,1979.0,1140,1,8800,55.0,0.0,160,7,4,576,1910,2004,96500
894,0.0,3.0,0,702,4,192,450,0,1967.0,894,0,9764,57.0,0.0,0,7,5,894,1967,2003,130000
1512,1142.0,4.0,2,619,4,435,619,-1,1968.0,2654,0,11029,69.0,220.0,65,7,6,1054,1968,1984,250000
768,0.0,2.0,3,660,-1,108,396,2,1974.0,768,1,7200,60.0,0.0,0,8,5,768,1972,2003,133900
672,0.0,2.0,-1,0,-1,0,0,-1,1979.0,912,1,6240,52.0,0.0,0,5,4,0,1947,1950,80500
1040,1040.0,5.0,3,650,3,390,504,1,1969.0,2080,3,11606,70.0,192.0,0,5,5,1040,1969,1969,135000
1040,0.0,3.0,0,732,0,308,576,-1,2000.0,1040,0,12464,82.0,0.0,0,5,5,1040,1996,1996,152000
1149,467.0,3.0,2,370,5,779,216,1,1926.0,1616,0,5400,40.0,0.0,0,7,6,1149,1926,2004,152000
1047,0.0,2.0,0,0,2,641,273,1,1954.0,1047,1,10800,60.0,0.0,0,7,4,641,1885,1995,100000
1803,0.0,3.0,0,168,3,284,484,0,1957.0,1803,1,13125,88.0,67.0,0,4,5,1134,1957,2000,155000
832,0.0,2.0,0,0,2,832,528,1,1962.0,832,0,7227,59.0,0.0,0,6,6,832,1954,1954,105500
894,0.0,3.0,0,180,3,340,384,-1,1966.0,894,1,7094,99.0,0.0,0,5,5,894,1966,1966,125000
596,596.0,3.0,2,0,2,596,189,1,1920.0,1192,1,6402,60.0,0.0,0,5,5,596,1920,1950,78000
1850,0.0,3.0,1,1261,0,572,772,2,2004.0,1850,0,16033,98.0,378.0,112,5,9,1833,2004,2005,326000
899,0.0,3.0,0,450,1,414,288,2,1967.0,899,0,7800,65.0,89.0,0,7,5,864,1967,2004,130000
892,0.0,3.0,0,340,3,524,264,0,1966.0,892,1,9477,69.0,65.0,0,5,5,864,1966,1966,110000
